"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009611","response to wounding","11/114","496/18842",0.0221774193548387,3.66549943406904,4.69361473282369,0.000210980200364626,0.112778507104,0.112778507104,"DMTN/EDN1/ERBB3/SYT7/CLDN3/HNF4A/DDR1/PRRG2/MIR200B/ERBB2/CLDN4",11
"GO:0044703","multi-organism reproductive process","6/114","155/18842",0.0387096774193548,6.39796264855688,5.26483338243778,0.000361175157110185,0.176975826983991,0.176975826983991,"EDN1/DDR1/IHH/HSD11B2/VDR/CLDN4",6
"GO:0044706","multi-multicellular organism process","6/114","159/18842",0.0377358490566038,6.23700761337305,5.17388963680594,0.000413732087218806,0.187134205603583,0.187134205603583,"EDN1/DDR1/IHH/HSD11B2/VDR/CLDN4",6
"GO:1901099","negative regulation of signal transduction in absence of ligand","3/114","27/18842",0.111111111111111,18.364522417154,7.04451850194259,0.000567531175588369,0.218889361612973,0.218889361612973,"KLF4/EYA2/UNC5B",3
"GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","3/114","27/18842",0.111111111111111,18.364522417154,7.04451850194259,0.000567531175588369,0.218889361612973,0.218889361612973,"KLF4/EYA2/UNC5B",3
"GO:0035315","hair cell differentiation","3/114","28/18842",0.107142857142857,17.7086466165414,6.90300868571364,0.000632843392418459,0.218889361612973,0.218889361612973,"TPRN/ESRP1/SLC44A4",3
"GO:0060113","inner ear receptor cell differentiation","3/114","28/18842",0.107142857142857,17.7086466165414,6.90300868571364,0.000632843392418459,0.218889361612973,0.218889361612973,"TPRN/ESRP1/HES5",3
"GO:0002028","regulation of sodium ion transport","4/114","67/18842",0.0597014925373134,9.8675045823514,5.67293163911245,0.000726382907286896,0.231104637640344,0.231104637640344,"NEDD4L/PRSS8/WNK2/WNK4",4
"GO:0071466","cellular response to xenobiotic stimulus","6/114","179/18842",0.0335195530726257,5.54013525433696,4.76171368777971,0.000772332533157425,0.231104637640344,0.231104637640344,"EDN1/HNF4A/CES3/ACER2/ALDH3A1/WNK4",6
"GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","3/114","31/18842",0.0967741935483871,15.9949066213922,6.51894581018912,0.000856940360047611,0.231104637640344,0.231104637640344,"KLF4/EYA2/UNC5B",3
"GO:0018108","peptidyl-tyrosine phosphorylation","5/114","122/18842",0.040983606557377,6.77379925222893,4.99168731905881,0.000876783587416758,0.231104637640344,0.231104637640344,"DMTN/FGFR3/GPRC5A/DDR1/ERBB2",5
"GO:0098719","sodium ion import across plasma membrane","3/114","32/18842",0.09375,15.4950657894737,6.40264587971222,0.00094144099568951,0.231104637640344,0.231104637640344,"NEDD4L/SCNN1A/SLC9A2",3
"GO:0097191","extrinsic apoptotic signaling pathway","6/114","186/18842",0.032258064516129,5.33163554046406,4.63188548877623,0.000942674518542118,0.231104637640344,0.231104637640344,"FGFR3/ERBB3/KLF4/EYA2/UNC5B/ITM2C",6
"GO:0018212","peptidyl-tyrosine modification","5/114","124/18842",0.0403225806451613,6.66454442558008,4.93747384897167,0.000943284235266712,0.231104637640344,0.231104637640344,"DMTN/FGFR3/GPRC5A/DDR1/ERBB2",5
"GO:0098773","skin epidermis development","4/114","74/18842",0.0540540540540541,8.93409198672357,5.33534851848929,0.00105563615763657,0.244487773700427,0.244487773700427,"KDF1/KLF4/CLDN4/LSR",4
"GO:0009913","epidermal cell differentiation","6/114","191/18842",0.031413612565445,5.19206392945715,4.54309919875214,0.00108106838711073,0.244487773700427,0.244487773700427,"KDF1/TPRN/ESRP1/OVOL1/SLC44A4/VDR",6
"GO:0070293","renal absorption","3/114","34/18842",0.0882352941176471,14.5835913312693,6.18502497604539,0.00112586312220604,0.245187968835981,0.245187968835981,"EDN1/CLDN4/WNK4",3
"GO:0045165","cell fate commitment","6/114","195/18842",0.0307692307692308,5.08556005398111,4.4742795907189,0.00120260761155767,0.252547598427111,0.252547598427111,"EDN1/KLF4/ESRP1/EYA2/IHH/HES5",6
"GO:0061041","regulation of wound healing","5/114","135/18842",0.037037037037037,6.12150747238466,4.65930694678744,0.00137825559470564,0.257216988059512,0.257216988059512,"DMTN/EDN1/CLDN3/MIR200B/CLDN4",5
"GO:0010669","epithelial structure maintenance","3/114","38/18842",0.0789473684210526,13.0484764542936,5.80039421100165,0.00155955915757699,0.257216988059512,0.257216988059512,"ILDR1/INAVA/LSR",3
"GO:0061053","somite development","3/114","38/18842",0.0789473684210526,13.0484764542936,5.80039421100165,0.00155955915757699,0.257216988059512,0.257216988059512,"CRB2/IHH/CDX2",3
"GO:0001710","mesodermal cell fate commitment","2/114","10/18842",0.2,33.0561403508772,7.91082374160643,0.00158194043937108,0.257216988059512,0.257216988059512,"KLF4/EYA2",2
"GO:0010960","magnesium ion homeostasis","2/114","10/18842",0.2,33.0561403508772,7.91082374160643,0.00158194043937108,0.257216988059512,0.257216988059512,"CNNM4/CNNM2",2
"GO:0038129","ERBB3 signaling pathway","2/114","10/18842",0.2,33.0561403508772,7.91082374160643,0.00158194043937108,0.257216988059512,0.257216988059512,"ERBB3/ERBB2",2
"GO:0060856","establishment of blood-brain barrier","2/114","10/18842",0.2,33.0561403508772,7.91082374160643,0.00158194043937108,0.257216988059512,0.257216988059512,"CLDN3/LSR",2
"GO:0071389","cellular response to mineralocorticoid stimulus","2/114","10/18842",0.2,33.0561403508772,7.91082374160643,0.00158194043937108,0.257216988059512,0.257216988059512,"EDN1/SCNN1A",2
"GO:0007565","female pregnancy","5/114","140/18842",0.0357142857142857,5.90288220551378,4.54286834431016,0.00161854227180305,0.257216988059512,0.257216988059512,"DDR1/IHH/HSD11B2/VDR/CLDN4",5
"GO:0042541","hemoglobin biosynthetic process","2/114","11/18842",0.181818181818182,30.0510366826156,7.51934455532536,0.00192584814083452,0.267351948106457,0.267351948106457,"KLF4/SLC6A9",2
"GO:0001707","mesoderm formation","3/114","41/18842",0.0731707317073171,12.0937098844673,5.54800645967987,0.0019449404673845,0.267351948106457,0.267351948106457,"KLF4/EYA2/CRB2",3
"GO:0046636","negative regulation of alpha-beta T cell activation","3/114","41/18842",0.0731707317073171,12.0937098844673,5.54800645967987,0.0019449404673845,0.267351948106457,0.267351948106457,"LGALS9C/IHH/LGALS9B",3
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","7/114","294/18842",0.0238095238095238,3.93525480367586,3.95757933072597,0.00208268137737708,0.267351948106457,0.267351948106457,"FGFR3/EDN1/ERBB3/KLF4/UNC5B/DDR1/ERBB2",7
"GO:0048332","mesoderm morphogenesis","3/114","42/18842",0.0714285714285714,11.8057644110276,5.46965476666032,0.0020853868527479,0.267351948106457,0.267351948106457,"KLF4/EYA2/CRB2",3
"GO:0007162","negative regulation of cell adhesion","7/114","295/18842",0.023728813559322,3.92191495688374,3.94639401340795,0.00212283634869678,0.267351948106457,0.267351948106457,"DMTN/LGALS9C/ERBB3/KLF4/IHH/LGALS9B/ACER2",7
"GO:0001704","formation of primary germ layer","4/114","90/18842",0.0444444444444444,7.3458089668616,4.70807260552908,0.00217707302146792,0.267351948106457,0.267351948106457,"MMP15/KLF4/EYA2/CRB2",4
"GO:0035739","CD4-positive, alpha-beta T cell proliferation","2/114","12/18842",0.166666666666667,27.546783625731,7.17688641899216,0.0023018966295002,0.267351948106457,0.267351948106457,"LGALS9C/LGALS9B",2
"GO:0046642","negative regulation of alpha-beta T cell proliferation","2/114","12/18842",0.166666666666667,27.546783625731,7.17688641899216,0.0023018966295002,0.267351948106457,0.267351948106457,"LGALS9C/LGALS9B",2
"GO:0072584","caveolin-mediated endocytosis","2/114","12/18842",0.166666666666667,27.546783625731,7.17688641899216,0.0023018966295002,0.267351948106457,0.267351948106457,"NEDD4L/PROM2",2
"GO:1903764","regulation of potassium ion export across plasma membrane","2/114","12/18842",0.166666666666667,27.546783625731,7.17688641899216,0.0023018966295002,0.267351948106457,0.267351948106457,"NEDD4L/WNK4",2
"GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","2/114","12/18842",0.166666666666667,27.546783625731,7.17688641899216,0.0023018966295002,0.267351948106457,0.267351948106457,"LGALS9C/LGALS9B",2
"GO:0030307","positive regulation of cell growth","5/114","154/18842",0.0324675324675325,5.36625655046708,4.24469899037161,0.00245479148511213,0.267351948106457,0.267351948106457,"NEDD4L/EDN1/JUP/SLC44A4/ERBB2",5
"GO:0040008","regulation of growth","9/114","482/18842",0.0186721991701245,3.08615418213584,3.61986424536062,0.00263360661118658,0.267351948106457,0.267351948106457,"NEDD4L/FGFR3/EDN1/JUP/HNF4A/SLC44A4/PAK4/MIR200B/ERBB2",9
"GO:0015698","inorganic anion transport","5/114","157/18842",0.0318471337579618,5.26371661638172,4.18552853654121,0.00266846255330849,0.267351948106457,0.267351948106457,"CLDN3/TMC4/CLCN2/VDR/CLDN4",5
"GO:0048562","embryonic organ morphogenesis","5/114","157/18842",0.0318471337579618,5.26371661638172,4.18552853654121,0.00266846255330849,0.267351948106457,0.267351948106457,"TPRN/CRB2/IHH/HOXB9/SLC44A4",5
"GO:0045604","regulation of epidermal cell differentiation","3/114","46/18842",0.0652173913043478,10.779176201373,5.18092337389735,0.00270959391024951,0.267351948106457,0.267351948106457,"KDF1/ESRP1/VDR",3
"GO:0003096","renal sodium ion transport","2/114","13/18842",0.153846153846154,25.4278002699055,6.87386674781344,0.00270969128662438,0.267351948106457,0.267351948106457,"EDN1/WNK4",2
"GO:0009954","proximal/distal pattern formation","2/114","13/18842",0.153846153846154,25.4278002699055,6.87386674781344,0.00270969128662438,0.267351948106457,0.267351948106457,"HOXB9/HES5",2
"GO:0020027","hemoglobin metabolic process","2/114","13/18842",0.153846153846154,25.4278002699055,6.87386674781344,0.00270969128662438,0.267351948106457,0.267351948106457,"KLF4/SLC6A9",2
"GO:0070099","regulation of chemokine-mediated signaling pathway","2/114","13/18842",0.153846153846154,25.4278002699055,6.87386674781344,0.00270969128662438,0.267351948106457,0.267351948106457,"EDN1/PADI2",2
"GO:0070294","renal sodium ion absorption","2/114","13/18842",0.153846153846154,25.4278002699055,6.87386674781344,0.00270969128662438,0.267351948106457,0.267351948106457,"EDN1/WNK4",2
"GO:0046330","positive regulation of JNK cascade","4/114","96/18842",0.0416666666666667,6.88669590643275,4.51140287518258,0.00275307723357239,0.267351948106457,0.267351948106457,"EDN1/ERBB3/ERN2/ERBB2",4
"GO:0046486","glycerolipid metabolic process","8/114","395/18842",0.020253164556962,3.34745725072174,3.67868046567659,0.00277354912151256,0.267351948106457,0.267351948106457,"SERINC2/MGLL/PIGZ/STARD10/SLC44A4/PAK4/PGAP3/PLA2G4F",8
"GO:0008217","regulation of blood pressure","5/114","162/18842",0.0308641975308642,5.10125622698722,4.09020122283699,0.00305410325466414,0.284229417237032,0.284229417237032,"GPR37L1/EDN1/SCNN1A/HSD11B2/WNK4",5
"GO:0002009","morphogenesis of an epithelium","7/114","316/18842",0.0221518987341772,3.6612813679769,3.72222142839208,0.00311339387254138,0.284229417237032,0.284229417237032,"NRARP/KDF1/SIRT6/DDR1/IHH/HES5/WNK4",7
"GO:0010766","negative regulation of sodium ion transport","2/114","14/18842",0.142857142857143,23.6115288220551,6.60314068279826,0.00314884101915626,0.284229417237032,0.284229417237032,"NEDD4L/WNK4",2
"GO:0048545","response to steroid hormone","7/114","317/18842",0.0220820189274448,3.64973158448171,3.71202681995264,0.00316809890332502,0.284229417237032,0.284229417237032,"EDN1/SCNN1A/FOXA1/HSD11B2/PADI2/VDR/CLDN4",7
"GO:0048839","inner ear development","4/114","100/18842",0.04,6.61122807017544,4.38943532530451,0.00319033019347689,0.284229417237032,0.284229417237032,"TPRN/ESRP1/SLC44A4/HES5",4
"GO:0071526","semaphorin-plexin signaling pathway","3/114","49/18842",0.0612244897959184,10.1192266380236,4.98673962177458,0.00324573126580988,0.284849251387494,0.284849251387494,"EDN1/SEMA4G/ERBB2",3
"GO:1903034","regulation of response to wounding","5/114","165/18842",0.0303030303030303,5.00850611376927,4.03487108188651,0.00330394895684989,0.285694409798196,0.285694409798196,"DMTN/EDN1/CLDN3/MIR200B/CLDN4",5
"GO:0045682","regulation of epidermis development","3/114","51/18842",0.0588235294117647,9.72239422084623,4.86636358018985,0.00363675215451244,0.309914531428017,0.309914531428017,"KDF1/ESRP1/VDR",3
"GO:0009952","anterior/posterior pattern specification","4/114","105/18842",0.0380952380952381,6.29640768588137,4.24604632786498,0.00380065130141981,0.318229734662594,0.318229734662595,"CRB2/HOXB9/HES5/CDX2",4
"GO:0035282","segmentation","3/114","52/18842",0.0576923076923077,9.53542510121457,4.80863859255639,0.00384256992534765,0.318229734662594,0.318229734662595,"CRB2/HES5/CDX2",3
"GO:0048568","embryonic organ development","6/114","248/18842",0.0241935483870968,3.99872665534805,3.70881360393791,0.00400124686652962,0.322981250019766,0.322981250019766,"TPRN/EDN1/CRB2/IHH/HOXB9/SLC44A4",6
"GO:0035435","phosphate ion transmembrane transport","2/114","16/18842",0.125,20.6600877192982,6.13797500393275,0.00411965880127253,0.322981250019766,0.322981250019766,"CLDN3/VDR",2
"GO:0035988","chondrocyte proliferation","2/114","16/18842",0.125,20.6600877192982,6.13797500393275,0.00411965880127253,0.322981250019766,0.322981250019766,"FGFR3/SIRT6",2
"GO:0042491","inner ear auditory receptor cell differentiation","2/114","16/18842",0.125,20.6600877192982,6.13797500393275,0.00411965880127253,0.322981250019766,0.322981250019766,"TPRN/ESRP1",2
"GO:0015816","glycine transport","2/114","17/18842",0.117647058823529,19.4447884416925,5.93593787046567,0.00465056204577184,0.359806642488664,0.359806642488664,"SLC6A7/SLC6A9",2
"GO:0043583","ear development","4/114","112/18842",0.0357142857142857,5.90288220551378,4.06022669222362,0.00478152869426599,0.365134918471221,0.365134918471221,"TPRN/ESRP1/SLC44A4/HES5",4
"GO:0016042","lipid catabolic process","7/114","347/18842",0.0201729106628242,3.33419283078012,3.42399404368643,0.00517950411967388,0.389994914814711,0.389994914814711,"SIRT6/MGLL/SGPP2/PLCD3/PAK4/ACER2/PLA2G4F",7
"GO:0060562","epithelial tube morphogenesis","5/114","184/18842",0.0271739130434783,4.49132341723875,3.71300170457319,0.00523972759700037,0.389994914814711,0.389994914814711,"NRARP/SIRT6/IHH/HES5/WNK4",5
"GO:0007411","axon guidance","5/114","185/18842",0.027027027027027,4.46704599336178,3.69728783228388,0.00535981123644861,0.392406358220151,0.392406358220151,"EDN1/SEMA4G/EPHA10/UNC5B/IGSF9",5
"GO:0097485","neuron projection guidance","5/114","186/18842",0.0268817204301075,4.44302961705339,3.68168530608829,0.00548183158777199,0.392406358220151,0.392406358220151,"EDN1/SEMA4G/EPHA10/UNC5B/IGSF9",5
"GO:0042130","negative regulation of T cell proliferation","3/114","59/18842",0.0508474576271186,8.40410347903657,4.44400671458764,0.00548218173444464,0.392406358220151,0.392406358220151,"LGALS9C/IHH/LGALS9B",3
"GO:0045765","regulation of angiogenesis","7/114","352/18842",0.0198863636363636,3.28683213716108,3.37905968640178,0.00559135736627495,0.392406358220151,0.392406358220151,"KLF4/SIRT6/E2F2/JUP/PAK4/MIR200B/ERBB2",7
"GO:0045216","cell-cell junction organization","5/114","187/18842",0.0267379679144385,4.41927010038465,3.66619267458877,0.00560580511743073,0.392406358220151,0.392406358220151,"ILDR1/CLDN3/JUP/INAVA/LSR",5
"GO:0046879","hormone secretion","6/114","268/18842",0.0223880597014925,3.70031421838177,3.47366297559755,0.00581125649753363,0.402002214182327,0.402002214182327,"EDN1/SIRT6/SYT7/ILDR1/HNF4A/WNK4",6
"GO:0050673","epithelial cell proliferation","7/114","356/18842",0.0196629213483146,3.24990143899073,3.34368778163775,0.00593817399625641,0.406005384860322,0.406005384860322,"NRARP/ERBB3/SIRT6/SGPP2/IHH/ERBB2/VDR",7
"GO:0120192","tight junction assembly","3/114","61/18842",0.0491803278688525,8.12855910267472,4.35076890484111,0.00601647605821453,0.406630795658638,0.406630795658637,"ILDR1/CLDN3/LSR",3
"GO:0003382","epithelial cell morphogenesis","2/114","20/18842",0.1,16.5280701754386,5.4207365196772,0.00642073210972652,0.408452475652359,0.408452475652359,"RAB25/CLDN3",2
"GO:0015693","magnesium ion transport","2/114","20/18842",0.1,16.5280701754386,5.4207365196772,0.00642073210972652,0.408452475652359,0.408452475652359,"CNNM4/CNNM2",2
"GO:1903830","magnesium ion transmembrane transport","2/114","20/18842",0.1,16.5280701754386,5.4207365196772,0.00642073210972652,0.408452475652359,0.408452475652359,"CNNM4/CNNM2",2
"GO:0003014","renal system process","4/114","122/18842",0.0327868852459016,5.41903940178315,3.82044161576741,0.00645837287372391,0.408452475652359,0.408452475652359,"EDN1/CLDN4/TMEM63C/WNK4",4
"GO:1901342","regulation of vasculature development","7/114","362/18842",0.0193370165745856,3.19603566928371,3.29155708826684,0.00648830922260082,0.408452475652359,0.408452475652359,"KLF4/SIRT6/E2F2/JUP/PAK4/MIR200B/ERBB2",7
"GO:0001894","tissue homeostasis","5/114","194/18842",0.0257731958762887,4.25981190088624,3.56070484709739,0.00652968243389826,0.408452475652359,0.408452475652359,"ILDR1/CLDN3/INAVA/CRB2/LSR",5
"GO:0060249","anatomical structure homeostasis","5/114","194/18842",0.0257731958762887,4.25981190088624,3.56070484709739,0.00652968243389826,0.408452475652359,0.408452475652359,"ILDR1/CLDN3/INAVA/CRB2/LSR",5
"GO:0098739","import across plasma membrane","6/114","278/18842",0.0215827338129496,3.56720939038243,3.36439214900285,0.00691256489494997,0.419889463424263,0.419889463424263,"NEDD4L/SIRT6/SCNN1A/SLC9A2/SLC6A7/SLC6A9",6
"GO:0001558","regulation of cell growth","7/114","367/18842",0.0190735694822888,3.15249294899374,3.24893667198177,0.0069751109185366,0.419889463424263,0.419889463424263,"NEDD4L/EDN1/JUP/HNF4A/SLC44A4/PAK4/ERBB2",7
"GO:0060795","cell fate commitment involved in formation of primary germ layer","2/114","21/18842",0.0952380952380952,15.7410192147034,5.27320326631086,0.00706870717596844,0.419889463424263,0.419889463424263,"KLF4/EYA2",2
"GO:0009410","response to xenobiotic stimulus","7/114","368/18842",0.0190217391304348,3.14392639206712,3.24049988474962,0.00707564657957661,0.419889463424263,0.419889463424263,"EDN1/HNF4A/HSD11B2/CES3/ACER2/ALDH3A1/WNK4",7
"GO:0048667","cell morphogenesis involved in neuron differentiation","8/114","463/18842",0.0172786177105832,2.85582206055095,3.15445684027638,0.00713302592973645,0.419889463424263,0.419889463424263,"NEDD4L/TPRN/EDN1/SEMA4G/EPHA10/JUP/UNC5B/IGSF9",8
"GO:0007173","epidermal growth factor receptor signaling pathway","4/114","126/18842",0.0317460317460317,5.24700640490114,3.73181727149198,0.00722577739485444,0.419889463424263,0.419889463424263,"GPRC5A/ERBB3/GRB7/ERBB2",4
"GO:0009914","hormone transport","6/114","281/18842",0.0213523131672598,3.52912530436411,3.33258719669751,0.00727063922431804,0.419889463424263,0.419889463424263,"EDN1/SIRT6/SYT7/ILDR1/HNF4A/WNK4",6
"GO:0001667","ameboidal-type cell migration","5/114","200/18842",0.025,4.13201754385965,3.4741745311823,0.00740260619364806,0.419889463424263,0.419889463424263,"DMTN/EDN1/SEMA4G/RAB25/CRB2",5
"GO:0007369","gastrulation","4/114","127/18842",0.031496062992126,5.20569139383893,3.71024891388624,0.00742661635988492,0.419889463424263,0.419889463424263,"MMP15/KLF4/EYA2/CRB2",4
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","4/114","127/18842",0.031496062992126,5.20569139383893,3.71024891388624,0.00742661635988492,0.419889463424263,0.419889463424263,"KLF4/EYA2/UNC5B/ITM2C",4
"GO:0001569","branching involved in blood vessel morphogenesis","2/114","22/18842",0.0909090909090909,15.0255183413078,5.13545764177191,0.00774503222724288,0.420858677240742,0.420858677240742,"NRARP/SIRT6",2
"GO:0001756","somitogenesis","2/114","22/18842",0.0909090909090909,15.0255183413078,5.13545764177191,0.00774503222724288,0.420858677240742,0.420858677240742,"CRB2/CDX2",2
"GO:0006670","sphingosine metabolic process","2/114","22/18842",0.0909090909090909,15.0255183413078,5.13545764177191,0.00774503222724288,0.420858677240742,0.420858677240742,"SGPP2/ACER2",2
"GO:0045217","cell-cell junction maintenance","2/114","22/18842",0.0909090909090909,15.0255183413078,5.13545764177191,0.00774503222724288,0.420858677240742,0.420858677240742,"CLDN3/INAVA",2
"GO:0090303","positive regulation of wound healing","3/114","67/18842",0.0447761194029851,7.40062843676355,4.09476276351586,0.00780163194204777,0.420858677240742,0.420858677240742,"DMTN/CLDN3/CLDN4",3
"GO:0071383","cellular response to steroid hormone stimulus","5/114","205/18842",0.024390243902439,4.03123662815575,3.4046107661973,0.00818980114451587,0.42508664682239,0.42508664682239,"EDN1/SCNN1A/FOXA1/PADI2/VDR",5
"GO:0016338","calcium-independent cell-cell adhesion","2/114","23/18842",0.0869565217391304,14.372234935164,5.00643226880872,0.00844934668325049,0.42508664682239,0.42508664682239,"CLDN3/CLDN4",2
"GO:0038128","ERBB2 signaling pathway","2/114","23/18842",0.0869565217391304,14.372234935164,5.00643226880872,0.00844934668325049,0.42508664682239,0.42508664682239,"ERBB3/ERBB2",2
"GO:0045606","positive regulation of epidermal cell differentiation","2/114","23/18842",0.0869565217391304,14.372234935164,5.00643226880872,0.00844934668325049,0.42508664682239,0.42508664682239,"KDF1/VDR",2
"GO:0046519","sphingoid metabolic process","2/114","23/18842",0.0869565217391304,14.372234935164,5.00643226880872,0.00844934668325049,0.42508664682239,0.42508664682239,"SGPP2/ACER2",2
"GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","2/114","23/18842",0.0869565217391304,14.372234935164,5.00643226880872,0.00844934668325049,0.42508664682239,0.42508664682239,"DMTN/GPRC5A",2
"GO:0120193","tight junction organization","3/114","69/18842",0.0434782608695652,7.186117467582,4.01637789263024,0.00845873014968058,0.42508664682239,0.42508664682239,"ILDR1/CLDN3/LSR",3
"GO:0050801","monoatomic ion homeostasis","8/114","478/18842",0.0167364016736402,2.76620421346253,3.05161627800037,0.00856442732097411,0.42508664682239,0.42508664682239,"CNNM4/DMTN/EDN1/WNK2/SCNN1A/SLC9A2/CNNM2/WNK4",8
"GO:0045927","positive regulation of growth","5/114","208/18842",0.0240384615384615,3.97309379217274,3.36392211586963,0.00868906623830712,0.42508664682239,0.42508664682239,"NEDD4L/EDN1/JUP/SLC44A4/ERBB2",5
"GO:0001708","cell fate specification","3/114","70/18842",0.0428571428571429,7.08345864661654,3.97835017877712,0.00879910919952412,0.42508664682239,0.42508664682239,"ESRP1/EYA2/IHH",3
"GO:0050672","negative regulation of lymphocyte proliferation","3/114","70/18842",0.0428571428571429,7.08345864661654,3.97835017877712,0.00879910919952412,0.42508664682239,0.42508664682239,"LGALS9C/IHH/LGALS9B",3
"GO:0030072","peptide hormone secretion","5/114","210/18842",0.0238095238095238,3.93525480367586,3.33721676899163,0.0090333928514615,0.42508664682239,0.42508664682239,"EDN1/SIRT6/SYT7/ILDR1/HNF4A",5
"GO:0032945","negative regulation of mononuclear cell proliferation","3/114","71/18842",0.0422535211267606,6.98369162342476,3.9410629621204,0.00914742751892275,0.42508664682239,0.42508664682239,"LGALS9C/IHH/LGALS9B",3
"GO:0003094","glomerular filtration","2/114","24/18842",0.0833333333333333,13.7733918128655,4.8852165852931,0.00918129322218428,0.42508664682239,0.42508664682239,"EDN1/TMEM63C",2
"GO:0006817","phosphate ion transport","2/114","24/18842",0.0833333333333333,13.7733918128655,4.8852165852931,0.00918129322218428,0.42508664682239,0.42508664682239,"CLDN3/VDR",2
"GO:0070977","bone maturation","2/114","24/18842",0.0833333333333333,13.7733918128655,4.8852165852931,0.00918129322218428,0.42508664682239,0.42508664682239,"RFLNA/FGFR3",2
"GO:0097623","potassium ion export across plasma membrane","2/114","24/18842",0.0833333333333333,13.7733918128655,4.8852165852931,0.00918129322218428,0.42508664682239,0.42508664682239,"NEDD4L/WNK4",2
"GO:0150105","protein localization to cell-cell junction","2/114","24/18842",0.0833333333333333,13.7733918128655,4.8852165852931,0.00918129322218428,0.42508664682239,0.42508664682239,"ILDR1/LSR",2
"GO:0051216","cartilage development","4/114","136/18842",0.0294117647058824,4.86119711042312,3.52581614249548,0.00940158533436414,0.431885326297352,0.431885326297352,"RFLNA/FGFR3/IHH/HES5",4
"GO:0002790","peptide secretion","5/114","214/18842",0.0233644859813084,3.86169863912117,3.28478061551973,0.00975014689009367,0.44280488181662,0.44280488181662,"EDN1/SIRT6/SYT7/ILDR1/HNF4A",5
"GO:0070371","ERK1 and ERK2 cascade","6/114","300/18842",0.02,3.30561403508772,3.14070861846763,0.00985733055060078,0.44280488181662,0.44280488181662,"FGFR3/EDN1/WNK2/KLF4/ERBB2/WNK4",6
"GO:0048333","mesodermal cell differentiation","2/114","25/18842",0.08,13.2224561403509,4.7710283751666,0.00994051775506698,0.44280488181662,0.44280488181662,"KLF4/EYA2",2
"GO:0048799","animal organ maturation","2/114","25/18842",0.08,13.2224561403509,4.7710283751666,0.00994051775506698,0.44280488181662,0.44280488181662,"RFLNA/FGFR3",2
